,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
dining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
doesn,0.0,0.0,0.0,0.07748449120286026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260573440602675
doll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910116142090679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dolls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
don,0.0,0.0,0.0,0.07748449120286026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260573440602675
donation,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downstairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drains,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dream,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dreaming,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dresses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drew,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
droves,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
earlier,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edition,0.0,0.0,0.0,0.0,0.3701336018127636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emmettkelly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ephemera,0.0,0.0,0.0,0.0,0.0,0.0,0.33604255859414517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
era,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
escaped,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eventually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
excited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6943026098157093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expecting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eye,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eyes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faint,0.0,0.0,0.05721366992388824,0.07748449120286026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairy,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fairyrealm,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12734107613937856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fantastic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823806881209695,0.0,0.0,0.0,0.0,0.0,0.0
filled,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filling,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823806881209695,0.0,0.0,0.0,0.0,0.0,0.0
fine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flashy,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flies,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flowers,0.0,0.0,0.0,0.2324534736085808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338977817803967,0.0
fly,0.0,0.0,0.2752145600639514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
follow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
followed,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
foot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.11285722990017379,0.0,0.0,0.0,0.0
forced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12734107613937856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15159321423764988
foul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812792607005487,0.0
frankfromearth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2695239331534374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frog,0.0,0.0,0.2064109200479636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frogs,0.0,0.0,0.1376072800319757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
funeralflowers,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
game,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gardenias,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gatesymbol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
gave,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
generous,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gifted,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gimpy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
girlfriends,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glance,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glass,0.0,0.0,0.05721366992388824,0.0,0.0,0.1320792965812181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glow,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glowing,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
going,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
got,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18186823003930327,0.0,0.0,0.0
great,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
green,0.0,0.0,0.1376072800319757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grizelda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ground,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.11285722990017379,0.0,0.0,0.0,0.0
hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15159321423764988
hallway,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handmade,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
happened,0.0,0.0,0.1376072800319757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haunted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haunteddoll,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haunts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916361875898466,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
headbanger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hear,0.0,0.0,0.1376072800319757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heard,0.0,0.0,0.11442733984777648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260573440602675
hearts,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hiking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
hint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hobby,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hobo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
home,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260573440602675
hoping,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horrible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horrifying,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
host,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823806881209695,0.0,0.0,0.0,0.0,0.0,0.0
hot,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,0.0,0.0,0.15075160580766858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.198244098622928,0.0,0.0,0.0,0.22143131255421294
hungryformore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
igaddict,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
igaddicts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
igers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
iggallery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21870990353556213,0.0,0.0,0.0
incident,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
increase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
infestations,0.0,0.0,0.0,0.0,0.0,0.158835054413189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inheritance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inherited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
injury,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2338977817803967,0.0
instead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irreparable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jewelry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2812792607005487,0.0
join,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823806881209695,0.0,0.0,0.0,0.0,0.0,0.0
joinnow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823806881209695,0.0,0.0,0.0,0.0,0.0,0.0
journal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364761376241939,0.0,0.0,0.0,0.0,0.0,0.0
just,0.0,0.0,0.04525706235033123,0.12258330759822099,0.0,0.1044771462574594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0997136713558502
kept,0.0,0.0,0.0,0.07748449120286026,0.0,0.0,0.0,0.05294523877151096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyboard,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kidshauntingmy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15159321423764988
killing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knew,0.0,0.0,0.05721366992388824,0.0,0.0,0.0,0.0,0.10589047754302192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
know,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
laid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15159321423764988
laptop,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lasted,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
later,0.0,0.0,0.0,0.0,0.0,0.1320792965812181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11285722990017379,0.0,0.0,0.0,0.0
laughing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15159321423764988
layers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13571910750670177,0.0,0.0,0.0,0.0
left,0.0,0.0,0.0,0.09318079134996461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
let,0.0,0.0,0.0,0.07748449120286026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18186823003930327,0.0,0.0,0.0
lettermail,0.0,0.0,0.0,0.0,0.0,0.0,0.16802127929707258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
letters,0.0,0.0,0.0,0.0,0.0,0.0,0.16802127929707258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lid,0.0,0.0,0.06880364001598785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06367053806968928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light,0.0,0.0,0.11442733984777648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1260573440602675
